Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
Российский стенд получил специальные призы от организаторов выставки EMITT-2013,https://visit-russia.ru/ru/novosti/412-emitt-2013.html,https://visit-russia.ru/images/arc_6/rossijskij_stend_poluchil_specialnie_prizi_ot_organizatorov_vistavki_emitt-2013.jpg,08.02.2013,10:00,"Международная туристская выставка EMITT ­– крупнейшее из подобных мероприятий в странах Ближнего и Среднего Востока и шестая по величине туристская выставка в мире – в очередной раз прошла в Стамбуле 24-27 января 2013 г.
В этом году Российская Федерация в третий раз успешно выступила на EMITT. В объединенной национальной экспозиции, организованной  Ассоциацией туроператоров «Мир без гра......"
Выставка Outbound Travel Mart (OTM),https://visit-russia.ru/ru/novosti/437-outbound-travel-mart-otm.html,https://visit-russia.ru/images/arc_6/vistavka_outbound_travel_mart_otm.jpg,08.02.2013,10:00,"Международная туристская выставка  ОТМ (Outbound Travel Mart) состоится с 8 по 10 февраля 2013 года в Выставочном центре Бомбея Goregaon (East).
Это крупнейшая в Индии ярмарка туристских услуг ориентирована именно на выездной туризм.
На выставке представлены туристические операторы, национальн......"
"В преддверии Китайского Нового года члены НП «Мир без границ» в неформальной обстановке обсудили вопросы, затрагивающие китайский сегмент российского туристического рынка",https://visit-russia.ru/ru/novosti/405-.html,https://visit-russia.ru/images/,07.02.2013,10:00,"6 февраля прошла традиционная неформальная встреча руководства НП «ОМИТ «Мир без границ» и московских компаний-членов партнерства. За ужином в ресторане китайской кухни собрались представители пятнадцати туроператоров, наиболее активно работающих в сфере въездного туризма на азиатском направлении и принимающих деятельное участие в проектах и деятельности «Мира без границ». Также на встрече прис......"
"В Ростуризме прошла рабочая встреча, посвященная подготовке Года китайского туризма в России",https://visit-russia.ru/ru/novosti/406-.html,https://visit-russia.ru/images/,28.01.2013,10:00,"Во встрече приняли участие руководитель Федерального агентства по туризму Александр Радьков и заместитель руководителя Государственного управления по делам туризма КНР Чжу Шаньчжун, ряд чиновников туристических ведомств обеих стран, представители МИД России и КНР, Министерства культуры России, Посольства КНР в Российской Федерации и некоммерческого партнерства «Мир без границ», выступившего одн......"
Выставка «East Mediterranean International Tourism and Travel Exhibition» («EMITT»),https://visit-russia.ru/ru/novosti/411-east-mediterranean-international-tourism-and-travel-exhibition-emitt.html,https://visit-russia.ru/images/arc_6/vistavka_east_mediterranean_international_tourism_and_travel_exhibition_emitt.jpg,21.01.2013,10:00,"Крупнейшая в странах Ближнего и Среднего Востока международная туристская выставка East Mediterranean International Tourism and Travel Fair (EMITT), г. Стамбул, пройдет в 2013 году в период с 24 по 27 января.
Согласно оценкам турецких специалистов эта выставка  занимает 6-е место в мире среди других крупнейших мероприятий в туристской сфере. В 2012 году в ней участвовали 4,5 тысячи эксп......"
«Аэрофлот» не будет перевозить пассажиров с гарантийными письмами китайских турфирм,https://visit-russia.ru/ru/novosti/407-.html,https://visit-russia.ru/images/,17.01.2013,10:00,"Во избежание непредвиденных ситуаций НП «ОМИТ «Мир без границ» считает необходимым довести до сведения членов Партнерства следующую информацию, поступившую из Федерального агентства по туризму:
По информации ОАО «Аэрофлот», в  течение 2012 года компания неоднократно сталкивалась с тем, что погранслужба КНР отказывала российским гражданам, в качестве обоснования безвизовой поездки предъя......"
"Поздравление Председателя Совета Некоммерческого партнерства «ОМИТ «Мир без границ», Руководителя Федерального агентства по туризму А.Радькова членам Партнерства",https://visit-russia.ru/ru/novosti/408-.html,https://visit-russia.ru/images/,03.01.2013,10:00,"Уважаемые коллеги, дорогие друзья!
От всей души поздравляю вас с Новым Годом!
Уходящий год стал одним из самых насыщенных и плодотворных для туристской сферы. Значительно возросло число людей, путешествующих внутри страны и за рубежом, растет количество иностранных туристов, приезжающих в Россию. Качественно меняется уровень туристских услуг, неуклонно приближаясь к международны......"
Председатель Правления НП «ОМИТ «Мир без границ» И.Введенский об итогах Четвертого китайского международного инвестиционного форума,https://visit-russia.ru/ru/novosti/409-.html,https://visit-russia.ru/images/arc_6/predsedatel_pravleniya_np_omit_mir_bez_granic_ivvedenskij_ob_itogah_chetvertogo_kitajskogo_mezhdunarodnog.jpg,18.12.2012,10:00,В начале декабря в Пекине прошел Четвертый китайский международный инвестиционный форум. В рамках мероприятия с руководством Государственного комитета по развитию и реформам КНР обсуждались вопросы представления китайской стороне лучших отечественных инвестиционных проектов в туриндустрии. Эти вопросы также были отражены в соответствующем соглашении между российским объединением туроператоров п......
Александр Радьков порекомендовал судоходным компаниям сотрудничать с НП «Мир без границ» в вопросах маркетинга и продвижения на китайском туристическом рынке,https://visit-russia.ru/ru/novosti/410-.html,https://visit-russia.ru/images/,13.12.2012,10:00,"11 декабря состоялась встреча руководителя Федерального агентства по туризму А. Радькова с заместителем Министра транспорта РФ В. Олерским. Во встрече, прошедшей в Ростуризме, приняли участие президент Ассоциации судоходных компаний А. Клявин, руководители круизных компаний (К. Анисимов, генеральный директор «Московского речного пароходства» и председатель совета директоров входящей в группу «М......"
Вице-премьер российского правительства и глава туристической администрации Китая обсудили планы и перспективы развития российско-китайского туризма,https://visit-russia.ru/ru/novosti/413-.html,https://visit-russia.ru/images/,11.12.2012,10:00,"6 декабря в Москве в рамках визита в Российскую Федерацию китайской правительственной делегации, возглавляемой премьер-министром КНР Вень Цзябао, прошла встреча заместителя Председателя Правительства Российской Федерации по социальным вопросам Ольги Голодец и руководителя Государственного управления по делам туризма КНР Шао Цивея. Основной темой встречи стало обсуждение планов и перспектив разв......"
