Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
"Канал China Friendly часть 3: что надо сделать региону/городу, чтобы стать популярным в Китае",https://visit-russia.ru/ru/novosti/703-china-friendly-3.html,https://visit-russia.ru/images/arc_1/kanal_china_friendly_chast_3_chto_nado_sdelat_regionugorodu-_chtobi_stat_populyarnim_v_kitae.gif,19.08.2020,10:00,"«Мир без границ» продолжает серию видеоблогов China Friendly: всё, что вы хотите знать о китайских туристах.
В третьей части эксперты из Китая расскажут о том, какие города и регионы России наиболее посещаемы китайскими туристами и почему? Что хотят увидеть наши гости из Китая в России?
Что надо сделать городу/региону, чтобы стать популярным в Китае?
Как......"
Электронная виза позволит предложить туристам из КНР новые комбинированные турпродукты,https://visit-russia.ru/ru/novosti/704-.html,https://visit-russia.ru/images/arc_1/elektronnaya_viza_pozvolit_predlozhit_turistam_iz_knr_novie_kombinirovannie_turprodukti.jpg,13.08.2020,10:00,"Формат электронной визы, который будет введен Россией с 1 января 2021 года, и разрешающий иностранцам находиться на нашей территории 16 суток, позволит российским регионам предложить на въездном рынке новые комбинированные туристические продукты.
Об этом заявил в рамках онлайн заседания «круглого стола» Туристической ассоциации «Мир Без Границ» по вопросам въездного туризма из Китая ""......"
"Для бизнеса, обслуживающего гостей из КНР, готовят типовой договор",https://visit-russia.ru/ru/novosti/705-.html,https://visit-russia.ru/images/arc_1/dlya_biznesa-_obsluzhivayushego_gostej_iz_knr-_gotovyat_tipovoj_dogovor.jpg,13.08.2020,10:00,"У каждого из двух каналов въезда китайских туристов – визового и безвизового – есть свои болевые точки. В одном случае – это довольно высокая стоимость электронной визы, которую введут с 1 января 2021 года. В другом – формат обязательного сопровождения китайских туристов лицензированными турлидерами, что мешает китайцам приезжать в нашу страну небольшими группами
Об этом заявил в рамк......"
"Если российские поставщики работают по серой схеме, то это не проблема китайского туризма",https://visit-russia.ru/ru/novosti/706-.html,https://visit-russia.ru/images/arc_1/esli_rossijskie_postavshiki_rabotayut_po_seroj_sheme-_to_eto_ne_problema_kitajskogo_turizma.jpg,13.08.2020,10:00,"Об итогах прошедшего сегодня круглого стола по проблемам въездного туризма из Китая пишет ИА ""Вести Туризм"".
В последние годы в России развернулась активная борьба против въездного китайского туризма, но пандемия внесла свои коррективы, и сейчас очень важно начать восстановление направления в правильном русле. Об этом заявил в рамках онлайн заседания «круглого стола» Туристической Ас......"
Доход Tripadvisor упал на 86% во 2-м квартале до $59 млн.,https://visit-russia.ru/ru/novosti/707-tripadvisor-86-2-59.html,https://visit-russia.ru/images/arc_1/dohod_tripadvisor_upal_na_86_vo_2-m_kvartale_do_59_mln.jpg,10.08.2020,10:00,"По итогам 2-го квартала 2020 года Tripadvisor сообщает о прибыли в размере $59 млн., чистом убытке в размере $153 млн. и скорректированном убытке EBITDA в размере $74 млн...."
Объем бронирований Booking во 2-м квартале сократился на 91%,https://visit-russia.ru/ru/novosti/708-booking-2-91.html,https://visit-russia.ru/images/arc_1/obem_bronirovanij_booking_vo_2-m_kvartale_sokratilsya_na_91.jpg,07.08.2020,10:00,Один из лидеров международного бронирования Booking Holdings Inc. обнародовал вчера финансовые результаты 2-го квартала 2020 г....
Итоги круглых столов «Китай-Сибирь» и «Китай-Урал»,https://visit-russia.ru/ru/novosti/710-.html,https://visit-russia.ru/images/arc_1/itogi_kruglih_stolov_kitaj-sibir_i_kitaj-ural.jpg,03.08.2020,10:00,"Выработка консолидированной позиции турбизнеса по запросу Министерства экономического развития, поступившего в адрес АМТ «Мир без границ», стала повесткой дня для проведения круглых столов «Китай-Сибирь» (30.07) и «Китай-Урал» (03.0......"
Выездной туризм из Китая восстановится в 2021 году.,https://visit-russia.ru/ru/novosti/662-2021.html,https://visit-russia.ru/images/arc_1/viezdnoj_turizm_iz_kitaya_vosstanovitsya_v_2021_godu.jpg,30.07.2020,10:00,Специально исследование ITB...
DaKa-туризм – путешествия для китайских миллениалов.,https://visit-russia.ru/ru/novosti/722-daka.html,https://visit-russia.ru/images/arc_1/daka-turizm_puteshestviya_dlya_kitajskih_millenialov.jpg,27.07.2020,10:00,"Социальные сети формируют новые виды туризма: DaKa-туризм, популярный среди китайских миллениалов – это не то, где вы были, а то, где вас видели. «..."
China Friendly теперь на You Tube,https://visit-russia.ru/ru/novosti/723-china-friendly-you-tube.html,https://visit-russia.ru/images/arc_1/china_friendly_teper_na_you_tube.jpg,23.07.2020,10:00,"Пандемия коронавируса подвергла серьезному испытанию турбизнес и индустрию гостеприимства во всем мире, однако анализ возрождающегося внутреннего туризма в Китае и исследования рынка китайских потребителей подтверждают готовность к......"
Новые правила для прибывающих в Китай авиапассажиров.,https://visit-russia.ru/ru/novosti/724-.html,https://visit-russia.ru/images/arc_2/novie_pravila_dlya_pribivayushih_v_kitaj_aviapassazhirov.jpg,22.07.2020,10:00,"Управлением гражданской авиации Китая (CAAC) 20 июля 2020 г. опубликованы новые правила для всех авиапассажиров, прибывающих в Китай:..."
Ваш шанс рассказать о себе в WeChat!!,https://visit-russia.ru/ru/novosti/393-wechat.html,https://visit-russia.ru/images/arc_2/vash_shans_rasskazat_o_sebe_v_wechat.jpg,16.07.2020,10:00,"В преддверии открытия границ и восстановления российско-китайского туризма туристическая ассоциация «Мир без границ» приглашает членов и партнеров ассоциации, участников программы «Чайна Френдли», а также всех заинтересованных участ......"
В Китае возобновляется межрегиональный групповой туризм.,https://visit-russia.ru/ru/novosti/725-.html,https://visit-russia.ru/images/arc_2/v_kitae_vozobnovlyaetsya_mezhregionalnij_gruppovoj_turizm.jpg,15.07.2020,10:00,"В соответствии с уведомлением Главного управления Министерства культуры и туризма КНР от 14 июля 2020 г., в Китае возобновляется работа туристических компаний по организации межрегионального группового туризма, приостановленного в с......"
Duty-free продажи восстановились в Китае.,https://visit-russia.ru/ru/novosti/726-duty-free.html,https://visit-russia.ru/images/arc_2/duty-free_prodazhi_vosstanovilis_v_kitae.png,10.07.2020,10:00,Показатели по беспошлинной розничной торговле на самом популярном курорте Китая Хайнань демонстрируют возрождающийся спрос на покупки китайских туристов во время путешествий....
Бесконтактный умный отель в Китае.,https://visit-russia.ru/ru/novosti/727-.html,https://visit-russia.ru/images/arc_2/beskontaktnij_umnij_otel_v_kitae.png,09.07.2020,10:00,Пандемия COVID-19 сделала бесконтактность новым лозунгом во всех видах бизнес-услуг....
80% китайцев планируют путешествия во втором полугодии 2020,https://visit-russia.ru/ru/novosti/728-80-2020.html,https://visit-russia.ru/images/arc_2/80_kitajcev_planiruyut_puteshestviya_vo_vtorom_polugodii_2020.jpg,08.07.2020,10:00,"Исследования, проведенные CTrip..."
"Три фактора, влияющих на выбор места отдыха китайских туристов после пандемии.",https://visit-russia.ru/ru/novosti/729-.html,https://visit-russia.ru/images/arc_2/tri_faktora-_vliyayushih_na_vibor_mesta_otdiha_kitajskih_turistov_posle_pandemii.jpg,06.07.2020,10:00,"Пандемия Covid-19 внесла коррективы в менталитет людей. В Китае в новых реалиях три фактора существенно влияют на то, как китайские туристы выбирают место отдыха...."
"Кемпинг, трекинг и автотуризм – новые точки роста китайского туризма.",https://visit-russia.ru/ru/novosti/730-.html,https://visit-russia.ru/images/arc_2/kemping-_treking_i_avtoturizm_novie_tochki_rosta_kitajskogo_turizma.jpeg,03.07.2020,10:00,Статистика прошедшего в Китае Фестиваля драконьих лодок (25-27 июня) еще раз подтверждает растущие направления в китайском туризме: отдых на открытом воздухе и автотуризм....
McKinsey: восстановление туризма в Китае происходит медленнее ожидаемого.,https://visit-russia.ru/ru/novosti/709-mckinsey.html,https://visit-russia.ru/images/arc_2/mckinsey_vosstanovlenie_turizma_v_kitae_proishodit_medlennee_ozhidaemogo.jpg,02.07.2020,10:00,"Как показали данные исследования потребительского спроса в Китае, проведенного компанией McKinsey в апреле-мае 2020 г., выездные турпоездки за рубеж больше не считаются в Китае безопасными, а восстановление китайского туризма происх......"
