Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
О работе Представительства Туристической Ассоциации «Мир без границ» в Амурской области рассказывает его руководитель Оксана Валерьевна Логвинова,https://visit-russia.ru/ru/novosti/1019-.html,https://visit-russia.ru/images/arc_14/o_rabote_predstavitelstva_turisticheskoj_associacii_mir_bez_granic_v_amurskoj_oblasti_rasskazivaet_ego_ru.jpg,21.04.2014,10:00,"18 марта были созданы региональные представительства Туристической Ассоциации «Мир без границ» в городе Санкт-Петербурге, Амурской области и Забайкальском крае с целью расширить присутствие Ассоциации в регионах и вовлечения туристических компаний в реализацию ее проектов. О деятельности Представительства в Амурской области, туристических возможностях и инвестиционных проекта......"
Началась процедура формирования Общественного совета при Федеральном агентстве по туризму нового созыва 2014-2016 годов,https://visit-russia.ru/ru/novosti/981-2014-2016.html,https://visit-russia.ru/images/,18.04.2014,10:00,"Федеральное агентство по туризму уведомляет о начале процесса формирования Общественного совета.
1. Требования к кандидатам в члены Общественного совета:
1.1. Членом Общественного совета при Федеральном агентстве по туризму не может быть лицо, которое в соответствии с Федеральным законом от 04.04.2005 г. №......"
"Утвержден список туристических организаций, имеющих право осуществлять деятельность по реализации Соглашения о безвизовых групповых туристических поездках",https://visit-russia.ru/ru/novosti/984-.html,https://visit-russia.ru/images/,17.04.2014,10:00,"Согласно официальной информации, опубликованной на сайте Федерального агентства по туризму, 20 марта 2014 года прошло заседание Межведомственной комиссии (МВК) по реализации Соглашения между Правительством Российской Федерации и Правительством Китайской Народной Республики о безвизовых групповых туристических поездках от 29 февраля 2000 года.
В соответствии с Порядком определения турист......"
Китайский город Циндао презентовал российским туроператорам свои туристические возможности,https://visit-russia.ru/ru/novosti/991-.html,https://visit-russia.ru/images/arc_13/kitajskij_gorod_cindao_prezentoval_rossijskim_turoperatoram_svoi_turisticheskie_vozmozhnosti.jpg,14.04.2014,10:00,"В прошедшую пятницу в Москве прошел семинар Управления по делам туризма города Циндао (провинция Шаньдун, КНР).
Китайскую делегацию возглавил заместитель руководителя Управления по делам туризма города Циндао Ян Сицзюнь, российскую – исполнительный директор Туристической Ассоциации «Мир без границ» Михаил Вислин. В семинаре приняли участие руководит......"
3 апреля 2014 года в г. Чите состоялось Совещание по вопросам групповых безвизовых туристических поездок между Россией и Китаем,https://visit-russia.ru/ru/novosti/986-3-2014.html,https://visit-russia.ru/images/arc_13/3_aprelya_2014_goda_v_g_chite_sostoyalos_soveshanie_po_voprosam_gruppovih_bezvizovih_turisticheskih_poezdok_me.jpg,11.04.2014,10:00,"3 апреля 2014 года в городе Чите (Забайкальский край) состоялось Совещание по вопросам реализации Соглашения между Правительством Российской Федерации и  Правительством КНР о групповых безвизовых туристических поездках от 29 февраля 2000 года. В мероприятии приняли участие представители Федерального агентства по туризму, Министерства международного сотрудничества, вне......"
1 этап презентационного тура Russian Tourism Road Show «Успешная Россия» доказал свою эффективность,https://visit-russia.ru/ru/novosti/969-1-russian-tourism-road-show.html,https://visit-russia.ru/images/arc_13/1_etap_prezentacionnogo_tura_russian_tourism_road_show_uspeshnaya_rossiya_dokazal_svoyu_effektivnost.jpg,10.04.2014,10:00,"1 апреля в г. Тайбее (Тайвань) прошел первый этап презентационного тура Russian Tourism Road Show «Успешная Россия», организатором которого выступила Туристическая Ассоциация «Мир без границ» по заказу Федерального агентства по туризму. Презентации в рамках проекта «Успешная Россия» преследуют основную цель: формирование имиджа новой современной туристической России...."
В Москве состоялось заседание Общественного совета при Федеральном агентстве по туризму,https://visit-russia.ru/ru/novosti/987-.html,https://visit-russia.ru/images/arc_13/v_moskve_sostoyalos_zasedanie_obshestvennogo_soveta_pri_federalnom_agentstve_po_turizmu.jpg,10.04.2014,10:00,"Вчера, 9 апреля 2014 года, в Общественной Палате Российской Федерации состоялось заседание Общественного совета при Федеральном агентстве по туризму.
Председательствовал Руководитель Федерального агентства по туризму, сопредседатель Общественного совета Радьков Александр Васильевич, который выступил со вступительным......"
1 апреля 2014 года запущен единый call-центр помощи китайским туристам,https://visit-russia.ru/ru/novosti/989-1-2014-call.html,https://visit-russia.ru/images/arc_13/1_aprelya_2014_goda_zapushen_edinij_call-centr_pomoshi_kitajskim_turistam.jpg,09.04.2014,10:00,"Уважаемые члены Ассоциации «Мир без границ»!
Извещаем вас о том, что с апреля 2014 года начал свою работу единый по всей России call-центр помощи китайским туристам. Звонок на номер нашего call-центра 8-800-775-18-69 является бесплатным для туристов, звонки принимает говорящий на китайском языке специалист и переадресует обращения о н......"
Будущее за китайским направлением,https://visit-russia.ru/ru/novosti/990-.html,https://visit-russia.ru/images/,09.04.2014,10:00,"Согласно сведениям Мирового Совета по туризму и путешествиям, туризм «забрал» на себя в прошлом году почти десятую часть всей мировой экономики. Доля туризма в общемировой экономике увеличивается уже в течение четырех лет и, по прогнозам, рост продолжится и в этом году. Туристический сектор демонстрирует больший подъем, чем экономика в целом - 3% против 2%, подтверждая свою э......"
11 апреля в Москве состоится семинар Управления по делам туризма города Циндао,https://visit-russia.ru/ru/novosti/660-11.html,https://visit-russia.ru/images/,08.04.2014,10:00,"Уважаемые коллеги!
Управление по делам туризма города Циндао (провинция Шаньдун, КНР) приглашает посетить семинар, который состоится в городе Москве 11 апреля 2014 года.
Адрес места проведения: Best Western Vega Hotel & Convention Center, Измайловское шоссе 71, корпус 3в.
Время проведения сем......"
