Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
Вечер российской культуры прошел в Российском культурном центре в Пекине,https://visit-russia.ru/ru/novosti/568-.html,https://visit-russia.ru/images/arc_9/vecher_rossijskoj_kulturi_proshel_v_rossijskom_kulturnom_centre_v_pekine.png,17.06.2019,10:00,"Презентация российской культуры, приуроченная ко Дню России и к 70-летию установления дипломатических отношений между Россией и Китаем, прошла 11 июня в Российском культурном центре в Пекине, сообщает представительство Россотрудничества в Китае.
Руководитель представительства Россотрудничества в КНР О.А.Мельникова отметила, что Российский культурный центр продолжает активно способствова......"
Россия и Китай заключат новое соглашение о безвизовых групповых турпоездках,https://visit-russia.ru/ru/novosti/569-.html,https://visit-russia.ru/images/arc_9/rossiya_i_kitaj_zaklyuchat_novoe_soglashenie_o_bezvizovih_gruppovih_turpoezdkah.jpg,17.06.2019,10:00,"Проект нового межправительственного соглашения с Китаем о безвизовых групповых туристических поездках  одобрил в понедельник премьер-министр России Дмитрий Медведев.
Соответствующее распоряжение правительства опубликовано на портале правовой информации, сообщает издание Интерфакс.
Минэкономразвития и МИ......"
Полетная программа из КНР в Приморье летом значительно расширится,https://visit-russia.ru/ru/novosti/570-.html,https://visit-russia.ru/images/arc_9/poletnaya_programma_iz_knr_v_primore_letom_znachitelno_rasshiritsya.jpg,13.06.2019,10:00,"Пять китайских авиакомпаний  этим летом будут еженедельно выполнять более 20 новых рейсов во Владивосток, сообщает издание Sm-news.ru.
На сегодня из Владивостока в Поднебесную российские авиаперевозчики еженедельно выполняют 24 рейса в 7 китайских городов.
С конца июня в расписании аэропорта Владивостока появятс......"
Почему въезжающих в Китай туристов усиленно досматривают на погранконтроле,https://visit-russia.ru/ru/novosti/575-.html,https://visit-russia.ru/images/arc_9/pochemu_vezzhayushih_v_kitaj_turistov_usilenno_dosmatrivayut_na_pogrankontrole.jpg,10.06.2019,10:00,"Федеральное агентство по туризму РФ напомнило российским туристам,  собирающимся в поездки в КНР, об ужесточении контроля на границе, в том числе о возможных проверках мобильных телефонов.
Дополнительный контроль может проводиться при въезде или следовании транзитом через международные аэропорты Китая, расположенные в пределах консульского округа Генконсульства России в Гуанчжоу.  Мигра......"
Китайские туристы помогли Мурманску занять высокое место в рейтинге привлекательности регионов РФ,https://visit-russia.ru/ru/novosti/574-.html,https://visit-russia.ru/images/arc_9/kitajskie_turisti_pomogli_murmansku_zanyat_visokoe_mesto_v_rejtinge_privlekatelnosti_regionov_rf.jpg,06.06.2019,10:00,"Мурманская область заняла 18-е место в общероссийском рейтинге привлекательности регионов для иностранных туристов.
Рейтинг был составлен центром информационных коммуникаций «Рейтинг» по нескольким критериям: общее количество иностранных туристов, размещенных в коллективных средствах размещения, количество размещенных иностранных туристов за год на тысячу жителей данного региона, приро......"
Встреча руководителей Ростуризма и Министерства культуры и туризма КНР прошла в Москве,https://visit-russia.ru/ru/novosti/571-.html,https://visit-russia.ru/images/arc_9/vstrecha_rukovoditelej_rosturizma_i_ministerstva_kulturi_i_turizma_knr_proshla_v_moskve.jpg,05.06.2019,10:00,"4 июня во вторник в офисе Федерального агентства по туризму в Москве состоялась встреча глав туристических ведомств России и Китая.
С российской стороны в переговорах участвовали руководитель Ростуризма Зарина Догузова, заместитель руководителя Алексей Конюшков, а также специалисты Управления международного сотрудничества. Китайская сторона была представлена  министром культуры и туриз......"
Туристы из КНР спасли российскую туротрасль в 2014 году - эксперт,https://visit-russia.ru/ru/novosti/572-2014.html,https://visit-russia.ru/images/arc_9/turisti_iz_knr_spasli_rossijskuyu_turotrasl_v_2014_godu_-_ekspert.jpg,04.06.2019,10:00,"Китайский туризм спас российскую туротрасль от падения в 2014 году, считает управляющий директор группы компаний «Тари-тур», заместитель председателя Совета Туристической ассоциации «Мир без границ» Игорь Кузьмин.
«В 2014 году, после известных всем событий и последовавших за этим санкций, туротрасль стала переживать катастрофическое падение всех показателей въездного туризма, падение ко......"
"На китайском направлении накопились проблемы, операторы ждут участия Ростуризма",https://visit-russia.ru/ru/novosti/573-.html,https://visit-russia.ru/images/arc_9/na_kitajskom_napravlenii_nakopilis_problemi-_operatori_zhdut_uchastiya_rosturizma.jpg,03.06.2019,10:00,"Отраслевое издание Rata News поднимает  вопрос о ситуации, складывающейся в сфере приема туристов из КНР, и выражает озабоченность положением вещей на туристическом рынке в связи с недостаточно активной работой в этой сфере профильных государственных ведомств. В связи с этим авторы публикации упоминают письмо, направле......"
Китайский поток в Россию в прошедшие праздники вновь вырос,https://visit-russia.ru/ru/novosti/576-.html,https://visit-russia.ru/images/arc_9/kitajskij_potok_v_rossiyu_v_proshedshie_prazdniki_vnov_viros.jpg,31.05.2019,10:00,"В период майских праздников в Москве и Санкт-Петербурге побывали в общей сложности  более 22 тыс. туристов из КНР, прибывших в составе организованных туристских групп. Это почти на 13% больше числа посетивших оба города туристов из КНР за тот же период прошлого года.
Почти для всех групповых туристов Москва и Санкт-Петербург обязательны для посещения, при этом в нынешни......"
Поздравляем с юбилеем В.И. Стржалковского,https://visit-russia.ru/ru/novosti/577-.html,https://visit-russia.ru/images/arc_10/pozdravlyaem_s_yubileem_vi_strzhalkovskogo.jpg,29.05.2019,10:00,"Сегодня, 29 мая исполняется 65 лет В.И. Стржалковскому. Мы поздравляем Владимира Игоревича со славной годовщиной!
В 2000 году Владимир Игоревич возглавил туристическую отрасль страны, заняв должность заместителя министра экономического развития и торговли. Именно тогда туристическое ведомство разместилось по адресу Мясницкая 47, где находится по сей день.
Спустя 18 лет мы продол......"
